State,116th Congressional District,2017 NAICS Code,Number_of_Establishments,Employment,Avg_wage
Illinois,18.00,51----,297.00,3413.00,45688.84
Illinois,18.00,52----,1239.00,28334.00,91383.46
Illinois,18.00,53----,592.00,2298.00,37708.01
Illinois,18.00,54----,1139.00,8975.00,55908.52
Illinois,18.00,55----,97.00,3718.00,84491.93
Illinois,18.00,56----,787.00,11551.00,36508.79
Illinois,18.00,61----,166.00,4345.00,23965.71
Illinois,18.00,62----,1562.00,37108.00,47169.10
Illinois,18.00,71----,311.00,3980.00,15947.24
Illinois,18.00,72----,1565.00,28415.00,13751.26
Illinois,18.00,81----,1889.00,14481.00,34969.68
Illinois,18.00,99----,19.00,23.00,13000.00
Indiana,1.00,------,14937.00,249245.00,45662.78
Indiana,1.00,11----,4.00,19.00,22263.16
Indiana,1.00,21----,8.00,96.00,64312.50
Indiana,1.00,22----,51.00,2289.00,114308.87
Indiana,1.00,23----,1407.00,16356.00,68300.68
Indiana,1.00,31----,567.00,35928.00,71389.61
Indiana,1.00,42----,670.00,9171.00,61749.32
Indiana,1.00,44----,2232.00,35644.00,27770.09
Indiana,1.00,48----,680.00,11795.00,51684.10
Indiana,1.00,51----,187.00,2444.00,48698.85
Indiana,1.00,52----,858.00,5807.00,63031.51
Indiana,1.00,53----,658.00,3050.00,43389.51
Indiana,1.00,54----,1329.00,8742.00,55284.49
Indiana,1.00,55----,48.00,2579.00,72048.47
Indiana,1.00,56----,756.00,11372.00,39097.61
Indiana,1.00,61----,193.00,4712.00,28425.93
Indiana,1.00,62----,1822.00,47993.00,49466.17
Indiana,1.00,71----,197.00,5619.00,23899.80
Indiana,1.00,72----,1546.00,32073.00,15146.32
Indiana,1.00,81----,1713.00,13540.00,29968.32
Indiana,1.00,99----,11.00,16.00,16750.00
Indiana,2.00,------,15817.00,324101.00,44961.63
Indiana,2.00,11----,34.00,230.00,64056.52
Indiana,2.00,21----,13.00,184.00,59940.22
Indiana,2.00,22----,39.00,733.00,95196.45
Indiana,2.00,23----,1458.00,12422.00,61761.87
Indiana,2.00,31----,1583.00,110085.00,51209.14
Indiana,2.00,42----,966.00,15418.00,55019.13
Indiana,2.00,44----,2350.00,34724.00,29378.21
Indiana,2.00,48----,585.00,8744.00,47518.87
Indiana,2.00,51----,230.00,4143.00,61323.44
Indiana,2.00,52----,901.00,7668.00,69144.37
Indiana,2.00,53----,576.00,2792.00,39941.26
Indiana,2.00,54----,1091.00,8268.00,57923.80
Indiana,2.00,55----,90.00,6491.00,101551.53
Indiana,2.00,56----,771.00,11944.00,29907.57
Indiana,2.00,61----,162.00,18553.00,37526.76
Indiana,2.00,62----,1499.00,41389.00,46306.63
Indiana,2.00,71----,218.00,2277.00,20182.26
Indiana,2.00,72----,1391.00,25512.00,13912.94
Indiana,2.00,81----,1842.00,12476.00,30657.18
Indiana,2.00,99----,18.00,48.00,16791.67
Indiana,3.00,------,17756.00,334023.00,45529.86
Indiana,3.00,11----,35.00,161.00,42776.40
Indiana,3.00,21----,32.00,399.00,66536.34
Indiana,3.00,22----,43.00,920.00,94013.04
Indiana,3.00,23----,1804.00,16336.00,60724.11
Indiana,3.00,31----,1332.00,89454.00,52000.20
Indiana,3.00,42----,939.00,16669.00,68685.22
Indiana,3.00,44----,2497.00,38700.00,29721.03
Indiana,3.00,48----,645.00,13116.00,48211.42
Indiana,3.00,51----,270.00,4242.00,50672.32
Indiana,3.00,52----,1147.00,11608.00,78873.36
Indiana,3.00,53----,813.00,3480.00,41782.76
Indiana,3.00,54----,1348.00,9119.00,55975.11
Indiana,3.00,55----,94.00,6487.00,112046.25
Indiana,3.00,56----,907.00,13668.00,30198.57
Indiana,3.00,61----,172.00,6350.00,24132.91
Indiana,3.00,62----,1801.00,53286.00,46930.73
Indiana,3.00,71----,258.00,3806.00,15104.31
Indiana,3.00,72----,1491.00,28779.00,14143.79
Indiana,3.00,81----,2111.00,17429.00,27078.66
Indiana,3.00,99----,17.00,14.00,41785.71
Indiana,4.00,------,15535.00,274915.00,42141.31
Indiana,4.00,11----,46.00,308.00,52636.36
Indiana,4.00,21----,27.00,320.00,72325.00
Indiana,4.00,22----,62.00,1913.00,99990.59
Indiana,4.00,23----,1563.00,14487.00,59475.39
Indiana,4.00,31----,689.00,60722.00,55479.68
Indiana,4.00,42----,645.00,11386.00,54853.42
Indiana,4.00,44----,2283.00,42400.00,30054.39
Indiana,4.00,48----,819.00,18733.00,50264.35
Indiana,4.00,51----,253.00,2546.00,39337.78
Indiana,4.00,52----,974.00,5871.00,65319.37
Indiana,4.00,53----,701.00,2892.00,38068.12
Indiana,4.00,54----,1167.00,7463.00,54309.79
Indiana,4.00,55----,49.00,812.00,75233.99
Indiana,4.00,56----,795.00,13449.00,29263.96
Indiana,4.00,61----,121.00,3488.00,28088.59
Indiana,4.00,62----,1668.00,42145.00,45472.42
Indiana,4.00,71----,250.00,2194.00,20076.12
Indiana,4.00,72----,1630.00,31360.00,13984.98
Indiana,4.00,81----,1772.00,12394.00,26821.28
Indiana,4.00,99----,21.00,32.00,17343.75
Indiana,5.00,------,22517.00,410776.00,52056.04
Indiana,5.00,11----,22.00,95.00,60010.53
Indiana,5.00,21----,19.00,332.00,74774.10
Indiana,5.00,22----,28.00,1393.00,131940.42
Indiana,5.00,23----,1657.00,19794.00,65692.43
Indiana,5.00,31----,590.00,26640.00,59873.99
Indiana,5.00,42----,1239.00,20491.00,79428.97
Indiana,5.00,44----,2483.00,43433.00,29221.35
Indiana,5.00,48----,507.00,16416.00,42271.93
Indiana,5.00,51----,436.00,8755.00,68598.63
Indiana,5.00,52----,1846.00,31663.00,90717.30
Indiana,5.00,53----,1445.00,7911.00,62228.80
Indiana,5.00,54----,3094.00,38489.00,77299.33
Indiana,5.00,55----,211.00,16564.00,79900.69
Indiana,5.00,56----,1335.00,29976.00,42387.04
Indiana,5.00,61----,347.00,12450.00,27954.14
Indiana,5.00,62----,2907.00,65292.00,50836.69
Indiana,5.00,71----,424.00,7541.00,23188.04
Indiana,5.00,72----,1884.00,44595.00,16110.28
Indiana,5.00,81----,2022.00,18911.00,31029.72
Indiana,5.00,99----,21.00,35.00,32885.71
Indiana,6.00,------,14241.00,239814.00,43532.30
Indiana,6.00,11----,44.00,204.00,47647.06
Indiana,6.00,21----,33.00,375.00,61040.00
Indiana,6.00,22----,85.00,1249.00,84818.25
Indiana,6.00,23----,1459.00,10795.00,57227.61
Indiana,6.00,31----,893.00,53414.00,51520.93
Indiana,6.00,42----,560.00,9755.00,61097.90
Indiana,6.00,44----,2192.00,30191.00,27722.53
Indiana,6.00,48----,546.00,10091.00,49155.58
Indiana,6.00,51----,217.00,2529.00,50632.66
Indiana,6.00,52----,878.00,6493.00,66910.98
Indiana,6.00,53----,550.00,1941.00,34490.47
Indiana,6.00,54----,952.00,9121.00,75130.36
Indiana,6.00,55----,76.00,7597.00,84176.25
Indiana,6.00,56----,680.00,13083.00,34734.08
Indiana,6.00,61----,110.00,2677.00,22616.36
Indiana,6.00,62----,1827.00,41075.00,44888.89
Indiana,6.00,71----,227.00,3344.00,19314.00
Indiana,6.00,72----,1259.00,26798.00,15058.14
Indiana,6.00,81----,1635.00,9073.00,24287.56
Indiana,6.00,99----,18.00,9.00,103222.22
Indiana,7.00,------,15367.00,353238.00,58406.01
Indiana,7.00,11----,5.00,37.00,35351.35
Indiana,7.00,21----,9.00,157.00,72993.63
Indiana,7.00,22----,28.00,1614.00,113288.10
Indiana,7.00,23----,1250.00,23833.00,66004.36
Indiana,7.00,31----,594.00,31574.00,72788.97
Indiana,7.00,42----,840.00,19902.00,71766.30
Indiana,7.00,44----,1947.00,29205.00,30472.28
Indiana,7.00,48----,672.00,28310.00,48241.15
Indiana,7.00,51----,317.00,9993.00,141694.19
Indiana,7.00,52----,737.00,15680.00,88312.50
Indiana,7.00,53----,878.00,8457.00,58832.33
Indiana,7.00,54----,1559.00,21000.00,89395.52
Indiana,7.00,55----,121.00,6491.00,121205.05
Indiana,7.00,56----,882.00,24873.00,34670.61
Indiana,7.00,61----,204.00,10144.00,36776.42
Indiana,7.00,62----,1775.00,63953.00,61334.82
Indiana,7.00,71----,226.00,7580.00,76376.39
Indiana,7.00,72----,1538.00,32373.00,15908.81
Indiana,7.00,81----,1771.00,18048.00,36885.03
Indiana,7.00,99----,14.00,14.00,31642.86
Indiana,8.00,------,16168.00,284755.00,44725.25
Indiana,8.00,11----,53.00,164.00,49024.39
Indiana,8.00,21----,73.00,2697.00,69094.92
Indiana,8.00,22----,119.00,3411.00,97238.05
Indiana,8.00,23----,1611.00,17522.00,60945.84
Indiana,8.00,31----,856.00,57996.00,54481.53
Indiana,8.00,42----,774.00,11833.00,64091.95
Indiana,8.00,44----,2482.00,34954.00,27223.44
Indiana,8.00,48----,651.00,14540.00,45259.22
Indiana,8.00,51----,243.00,3507.00,44341.60
Indiana,8.00,52----,974.00,8797.00,68261.57
Indiana,8.00,53----,611.00,3053.00,38128.07
Indiana,8.00,54----,1158.00,10858.00,58047.25
Indiana,8.00,55----,86.00,4378.00,92978.30
Indiana,8.00,56----,745.00,11274.00,31399.50
Indiana,8.00,61----,153.00,5039.00,25473.71
Indiana,8.00,62----,1966.00,50877.00,47188.42
Indiana,8.00,71----,215.00,3381.00,14916.30
Indiana,8.00,72----,1472.00,27801.00,15058.27
Indiana,8.00,81----,1906.00,12656.00,27773.63
Indiana,8.00,99----,20.00,17.00,32411.76
Indiana,9.00,------,15627.00,251616.00,40445.44
Indiana,9.00,11----,36.00,136.00,36727.94
Indiana,9.00,21----,44.00,1021.00,63743.39
Indiana,9.00,22----,77.00,1428.00,90597.34
Indiana,9.00,23----,1663.00,15463.00,58201.58
Indiana,9.00,31----,742.00,44676.00,51750.87
Indiana,9.00,42----,524.00,8887.00,60813.89
Indiana,9.00,44----,2312.00,38675.00,27662.31
Indiana,9.00,48----,553.00,13630.00,47357.15
Indiana,9.00,51----,249.00,2928.00,50270.83
Indiana,9.00,52----,1000.00,7848.00,65753.44
Indiana,9.00,53----,787.00,3072.00,41417.97
Indiana,9.00,54----,1256.00,7099.00,53293.28
Indiana,9.00,55----,73.00,2038.00,77111.87
Indiana,9.00,56----,772.00,11697.00,33914.34
Indiana,9.00,61----,159.00,2310.00,25247.62
Indiana,9.00,62----,1978.00,44037.00,42239.80
Indiana,9.00,71----,231.00,2944.00,15279.55
Indiana,9.00,72----,1526.00,32438.00,15466.52
Indiana,9.00,81----,1623.00,11270.00,28516.50
Indiana,9.00,99----,22.00,19.00,19000.00
Iowa,1.00,------,19625.00,340573.00,46785.06
Iowa,1.00,11----,95.00,516.00,56562.02
Iowa,1.00,21----,43.00,740.00,65672.97
Iowa,1.00,22----,57.00,1777.00,102998.31
Iowa,1.00,23----,2089.00,16053.00,67281.88
Iowa,1.00,31----,941.00,64043.00,64836.67
Iowa,1.00,42----,1137.00,16407.00,58274.70
Iowa,1.00,44----,2831.00,46350.00,27043.52
Iowa,1.00,48----,856.00,17755.00,42104.25
Iowa,1.00,51----,396.00,7549.00,54873.36
Iowa,1.00,52----,1484.00,20337.00,72089.39
Iowa,1.00,53----,722.00,3139.00,39342.15
Iowa,1.00,54----,1337.00,14576.00,71918.15
Iowa,1.00,55----,128.00,4912.00,69407.37
Iowa,1.00,56----,898.00,15906.00,36943.79
Iowa,1.00,61----,211.00,12011.00,27509.78
Iowa,1.00,62----,2150.00,52191.00,44769.79
Iowa,1.00,71----,354.00,4922.00,16664.16
Iowa,1.00,72----,1746.00,28341.00,14509.19
Iowa,1.00,81----,2122.00,12998.00,26279.27
Iowa,1.00,99----,28.00,50.00,18180.00
Iowa,2.00,------,18762.00,318987.00,43401.14
Iowa,2.00,11----,52.00,398.00,54675.88
Iowa,2.00,21----,49.00,566.00,69234.98
Iowa,2.00,22----,97.00,2124.00,79970.81
Iowa,2.00,23----,1954.00,15561.00,60103.53
Iowa,2.00,31----,821.00,61822.00,60114.60
Iowa,2.00,42----,986.00,12225.00,53592.15
Iowa,2.00,44----,2633.00,45168.00,26043.79
Iowa,2.00,48----,839.00,15295.00,47874.93
Iowa,2.00,51----,341.00,8861.00,41688.97
Iowa,2.00,52----,1220.00,10870.00,61747.29
Iowa,2.00,53----,744.00,3027.00,41183.35
Iowa,2.00,54----,1406.00,11159.00,53262.57
Iowa,2.00,55----,112.00,4112.00,82181.66
Iowa,2.00,56----,880.00,15980.00,31201.69
Iowa,2.00,61----,186.00,8575.00,33091.78
Iowa,2.00,62----,2193.00,57664.00,47339.07
Iowa,2.00,71----,324.00,3984.00,14794.18
Iowa,2.00,72----,1868.00,30759.00,14411.16
Iowa,2.00,81----,2023.00,10814.00,26409.56
Iowa,2.00,99----,34.00,23.00,29652.17
Iowa,3.00,------,21869.00,396317.00,53230.04
Iowa,3.00,11----,58.00,282.00,51531.91
Iowa,3.00,21----,32.00,281.00,51377.22
Iowa,3.00,22----,116.00,2488.00,111586.82
Iowa,3.00,23----,2257.00,20775.00,67411.26
Iowa,3.00,31----,600.00,31160.00,54725.83
Iowa,3.00,42----,1184.00,21326.00,62358.39
Iowa,3.00,44----,2665.00,52327.00,27161.56
Iowa,3.00,48----,777.00,18355.00,49937.56
Iowa,3.00,51----,417.00,9498.00,76421.88
Iowa,3.00,52----,1774.00,49300.00,94612.98
Iowa,3.00,53----,1192.00,6313.00,50783.15
Iowa,3.00,54----,2268.00,23924.00,75009.82
Iowa,3.00,55----,177.00,17050.00,69891.55
Iowa,3.00,56----,1166.00,20616.00,43236.18
Iowa,3.00,61----,248.00,7988.00,26988.48
Iowa,3.00,62----,2308.00,56196.00,52607.27
Iowa,3.00,71----,356.00,5537.00,16265.67
Iowa,3.00,72----,1898.00,37578.00,16761.43
Iowa,3.00,81----,2339.00,15291.00,34960.76
Iowa,3.00,99----,37.00,32.00,33843.75
Iowa,4.00,------,21706.00,288668.00,43375.20
Iowa,4.00,11----,167.00,1546.00,59164.94
Iowa,4.00,21----,57.00,564.00,70007.09
Iowa,4.00,22----,117.00,1984.00,84607.36
Iowa,4.00,23----,2407.00,15690.00,59264.95
Iowa,4.00,31----,1064.00,59317.00,55466.12
Iowa,4.00,42----,1419.00,19174.00,56639.72
Iowa,4.00,44----,3012.00,40353.00,26466.01
Iowa,4.00,48----,1418.00,14380.00,47691.10
Iowa,4.00,51----,405.00,5355.00,53425.21
Iowa,4.00,52----,1607.00,10306.00,58600.82
Iowa,4.00,53----,716.00,2622.00,43085.05
Iowa,4.00,54----,1388.00,8509.00,59217.30
Iowa,4.00,55----,78.00,2767.00,87140.95
Iowa,4.00,56----,892.00,8436.00,32300.02
Iowa,4.00,61----,181.00,5571.00,28291.51
Iowa,4.00,62----,2098.00,52149.00,43347.20
Iowa,4.00,71----,387.00,3308.00,16114.27
Iowa,4.00,72----,1673.00,24834.00,14109.49
Iowa,4.00,81----,2586.00,11765.00,27144.33
Iowa,4.00,99----,34.00,38.00,21421.05
Kansas,1.00,------,19442.00,235464.00,40041.46
Kansas,1.00,11----,109.00,537.00,51292.36
Kansas,1.00,21----,396.00,2676.00,50902.09
Kansas,1.00,22----,132.00,2376.00,96518.52
Kansas,1.00,23----,1876.00,11418.00,49630.85
Kansas,1.00,31----,705.00,42315.00,55519.44
Kansas,1.00,42----,1240.00,12916.00,52714.85
Kansas,1.00,44----,2817.00,34147.00,25805.81
Kansas,1.00,48----,938.00,9217.00,49886.84
Kansas,1.00,51----,394.00,4202.00,48897.43
Kansas,1.00,52----,1450.00,9295.00,55993.54
Kansas,1.00,53----,720.00,2427.00,35952.20
Kansas,1.00,54----,1262.00,7420.00,47399.19
Kansas,1.00,55----,98.00,1935.00,67913.70
Kansas,1.00,56----,756.00,8377.00,30333.77
Kansas,1.00,61----,128.00,2833.00,23341.69
Kansas,1.00,62----,1928.00,42800.00,42258.43
Kansas,1.00,71----,296.00,3142.00,13158.82
Kansas,1.00,72----,1741.00,26377.00,13211.70
Kansas,1.00,81----,2418.00,11022.00,25535.75
Kansas,1.00,99----,38.00,32.00,28343.75
Kansas,2.00,------,15497.00,225082.00,42535.06
Kansas,2.00,11----,40.00,180.00,51138.89
Kansas,2.00,21----,120.00,1008.00,56349.21
Kansas,2.00,22----,65.00,3016.00,113019.56
Kansas,2.00,23----,1636.00,13992.00,55512.65
Kansas,2.00,31----,625.00,34073.00,51041.41
Kansas,2.00,42----,637.00,7147.00,56037.08
Kansas,2.00,44----,2210.00,29941.00,25777.76
Kansas,2.00,48----,528.00,8619.00,48975.52
Kansas,2.00,51----,258.00,2845.00,46478.73
Kansas,2.00,52----,1158.00,10788.00,65159.81
Kansas,2.00,53----,656.00,2663.00,34168.98
Kansas,2.00,54----,1307.00,9085.00,61201.65
Kansas,2.00,55----,144.00,2742.00,103408.10
Kansas,2.00,56----,697.00,7490.00,35700.80
Kansas,2.00,61----,167.00,5699.00,24679.07
Kansas,2.00,62----,1794.00,47619.00,45801.53
Kansas,2.00,71----,205.00,2956.00,16536.87
Kansas,2.00,72----,1412.00,25059.00,13867.51
Kansas,2.00,81----,1820.00,10132.00,30113.60
Kansas,2.00,99----,18.00,28.00,14678.57
Kansas,3.00,------,21442.00,419155.00,58277.42
Kansas,3.00,11----,9.00,13.00,32615.38
Kansas,3.00,21----,26.00,232.00,46469.83
Kansas,3.00,22----,14.00,580.00,118308.62
Kansas,3.00,23----,1977.00,25246.00,67944.70
Kansas,3.00,31----,597.00,32928.00,69812.11
Kansas,3.00,42----,1428.00,29169.00,73891.46
Kansas,3.00,44----,2259.00,45737.00,29454.36
Kansas,3.00,48----,612.00,31766.00,46046.12
Kansas,3.00,51----,446.00,13695.00,117274.33
Kansas,3.00,52----,1959.00,33070.00,95089.17
Kansas,3.00,53----,1314.00,6200.00,54474.03
Kansas,3.00,54----,3007.00,35088.00,88562.59
Kansas,3.00,55----,244.00,11793.00,99599.93
Kansas,3.00,56----,1380.00,30704.00,45477.66
Kansas,3.00,61----,270.00,6566.00,39877.40
Kansas,3.00,62----,2376.00,58135.00,53187.82
Kansas,3.00,71----,312.00,6314.00,21234.40
Kansas,3.00,72----,1476.00,35629.00,16903.53
Kansas,3.00,81----,1712.00,16281.00,31333.09
Kansas,3.00,99----,24.00,9.00,106111.11
Kansas,4.00,------,17037.00,288926.00,45886.12
Kansas,4.00,11----,22.00,158.00,42601.27
Kansas,4.00,21----,267.00,1411.00,53019.84
Kansas,4.00,22----,42.00,1142.00,86496.50
Kansas,4.00,23----,1596.00,17277.00,53237.54
Kansas,4.00,31----,746.00,57585.00,58307.08
Kansas,4.00,42----,794.00,11582.00,69349.34
Kansas,4.00,44----,2301.00,36181.00,27162.38
Kansas,4.00,48----,505.00,10686.00,49248.36
Kansas,4.00,51----,274.00,4756.00,50064.76
Kansas,4.00,52----,1229.00,8973.00,73845.20
Kansas,4.00,53----,809.00,3829.00,40222.25
Kansas,4.00,54----,1445.00,13205.00,57918.74
Kansas,4.00,55----,134.00,7956.00,123919.81
Kansas,4.00,56----,860.00,15171.00,33374.73
Kansas,4.00,61----,163.00,5830.00,30679.59
Kansas,4.00,62----,2176.00,46252.00,46953.49
Kansas,4.00,71----,251.00,4750.00,15540.42
Kansas,4.00,72----,1575.00,30243.00,14282.25
Kansas,4.00,81----,1824.00,11913.00,26726.60
Kansas,4.00,99----,24.00,26.00,48153.85
Kentucky,1.00,------,13926.00,213069.00,39531.29
Kentucky,1.00,11----,52.00,175.00,46154.29
Kentucky,1.00,21----,61.00,2825.00,57823.36
Kentucky,1.00,22----,73.00,1165.00,85568.24
Kentucky,1.00,23----,1174.00,10173.00,51420.52
Kentucky,1.00,31----,761.00,50183.00,48975.69
Kentucky,1.00,42----,641.00,7837.00,50213.86
Kentucky,1.00,44----,2655.00,32055.00,27869.10
Kentucky,1.00,48----,504.00,13010.00,49669.79
Kentucky,1.00,51----,220.00,2818.00,41617.10
Kentucky,1.00,52----,929.00,6454.00,51781.53
Kentucky,1.00,53----,456.00,1909.00,35546.88
Kentucky,1.00,54----,918.00,5666.00,48229.79
Kentucky,1.00,55----,49.00,719.00,67808.07
Kentucky,1.00,56----,535.00,9684.00,33655.41
Kentucky,1.00,61----,118.00,3152.00,26883.88
Kentucky,1.00,62----,1654.00,34015.00,43143.64
Kentucky,1.00,71----,144.00,1735.00,19591.35
Kentucky,1.00,72----,1228.00,21501.00,13528.16
Kentucky,1.00,81----,1725.00,7962.00,24206.36
Kentucky,1.00,99----,29.00,31.00,23161.29
Kentucky,2.00,------,14218.00,240935.00,40511.94
Kentucky,2.00,11----,20.00,107.00,41392.52
Kentucky,2.00,21----,45.00,544.00,57992.65
Kentucky,2.00,22----,50.00,1054.00,85823.53
Kentucky,2.00,23----,1516.00,12620.00,52913.23
Kentucky,2.00,31----,608.00,50788.00,53182.39
Kentucky,2.00,42----,554.00,7581.00,49526.84
Kentucky,2.00,44----,2468.00,36314.00,28652.64
Kentucky,2.00,48----,468.00,9488.00,48532.88
Kentucky,2.00,51----,200.00,2800.00,46112.50
Kentucky,2.00,52----,996.00,8373.00,62391.38
Kentucky,2.00,53----,595.00,2374.00,34344.99
Kentucky,2.00,54----,974.00,8057.00,55748.54
Kentucky,2.00,55----,58.00,3211.00,66550.61
Kentucky,2.00,56----,649.00,14858.00,24819.63
Kentucky,2.00,61----,123.00,4538.00,22063.90
Kentucky,2.00,62----,1900.00,38902.00,47808.52
Kentucky,2.00,71----,201.00,2394.00,17027.99
Kentucky,2.00,72----,1244.00,27364.00,14151.29
Kentucky,2.00,81----,1526.00,9535.00,24740.95
Kentucky,2.00,99----,23.00,33.00,15787.88
Kentucky,3.00,------,19450.00,454433.00,54079.01
Kentucky,3.00,11----,4.00,23.00,62434.78
Kentucky,3.00,21----,4.00,105.00,80552.38
Kentucky,3.00,22----,29.00,1881.00,119093.57
Kentucky,3.00,23----,1355.00,17841.00,59256.71
Kentucky,3.00,31----,663.00,51426.00,64320.36
Kentucky,3.00,42----,988.00,19462.00,69077.64
Kentucky,3.00,44----,2562.00,44492.00,29147.28
Kentucky,3.00,48----,579.00,52650.00,62793.60
Kentucky,3.00,51----,388.00,8909.00,67182.96
Kentucky,3.00,52----,1550.00,30890.00,94264.36
Kentucky,3.00,53----,1093.00,5732.00,53044.31
Kentucky,3.00,54----,2203.00,24807.00,66403.31
Kentucky,3.00,55----,235.00,23150.00,92455.51
Kentucky,3.00,56----,1100.00,27698.00,33058.20
Kentucky,3.00,61----,227.00,8355.00,31107.48
Kentucky,3.00,62----,2534.00,68365.00,56039.95
Kentucky,3.00,71----,323.00,6340.00,23980.28
Kentucky,3.00,72----,1779.00,42779.00,15662.50
Kentucky,3.00,81----,1819.00,19507.00,30637.77
Kentucky,3.00,99----,15.00,21.00,33142.86
Kentucky,4.00,------,14412.00,260795.00,47461.01
Kentucky,4.00,11----,44.00,237.00,41354.43
Kentucky,4.00,21----,18.00,293.00,69730.38
Kentucky,4.00,22----,74.00,1729.00,99352.81
Kentucky,4.00,23----,1447.00,12208.00,61712.57
Kentucky,4.00,31----,599.00,35601.00,62353.47
Kentucky,4.00,42----,652.00,15081.00,75180.76
Kentucky,4.00,44----,2121.00,34398.00,27258.10
Kentucky,4.00,48----,565.00,24550.00,52597.03
Kentucky,4.00,51----,226.00,2925.00,56889.57
Kentucky,4.00,52----,926.00,13307.00,69691.22
Kentucky,4.00,53----,656.00,3014.00,50519.24
Kentucky,4.00,54----,1382.00,9929.00,72425.22
Kentucky,4.00,55----,101.00,6254.00,77238.41
Kentucky,4.00,56----,720.00,14852.00,35082.41
Kentucky,4.00,61----,134.00,4249.00,29443.87
Kentucky,4.00,62----,1649.00,36747.00,52292.38
Kentucky,4.00,71----,223.00,3923.00,16731.33
Kentucky,4.00,72----,1403.00,31077.00,14624.55
