State,116th Congressional District,2017 NAICS Code,Number_of_Establishments,Employment,Avg_wage
Georgia,10.00,61----,185.00,3091.00,25797.15
Georgia,10.00,62----,1513.00,28600.00,45796.50
Georgia,10.00,71----,239.00,2470.00,16532.39
Georgia,10.00,72----,1249.00,26053.00,15445.67
Georgia,10.00,81----,1458.00,7996.00,28400.20
Georgia,10.00,99----,31.00,20.00,42100.00
Georgia,11.00,------,23011.00,399695.00,64184.89
Georgia,11.00,11----,21.00,80.00,34337.50
Georgia,11.00,21----,12.00,484.00,70347.11
Georgia,11.00,22----,35.00,1520.00,112502.63
Georgia,11.00,23----,2162.00,28566.00,70891.06
Georgia,11.00,31----,618.00,27723.00,66699.71
Georgia,11.00,42----,1195.00,18711.00,86809.36
Georgia,11.00,44----,2518.00,43576.00,29154.74
Georgia,11.00,48----,494.00,12513.00,50263.17
Georgia,11.00,51----,479.00,13055.00,95552.59
Georgia,11.00,52----,1688.00,24087.00,136475.32
Georgia,11.00,53----,1647.00,11333.00,78661.78
Georgia,11.00,54----,3604.00,51821.00,83265.63
Georgia,11.00,55----,260.00,23792.00,115832.21
Georgia,11.00,56----,1396.00,30023.00,46495.15
Georgia,11.00,61----,338.00,6851.00,39198.37
Georgia,11.00,62----,2322.00,40494.00,59102.26
Georgia,11.00,71----,396.00,7901.00,34931.53
Georgia,11.00,72----,1884.00,43288.00,16774.03
Georgia,11.00,81----,1895.00,13845.00,35434.89
Georgia,11.00,99----,47.00,32.00,39593.75
Georgia,12.00,------,13698.00,221051.00,42557.84
Georgia,12.00,11----,164.00,1016.00,47416.34
Georgia,12.00,21----,13.00,138.00,81050.72
Georgia,12.00,22----,54.00,3538.00,117736.01
Georgia,12.00,23----,1148.00,16378.00,64547.99
Georgia,12.00,31----,478.00,26560.00,51814.23
Georgia,12.00,42----,554.00,8306.00,50790.15
Georgia,12.00,44----,2552.00,32912.00,28324.71
Georgia,12.00,48----,426.00,8497.00,42776.63
Georgia,12.00,51----,202.00,3584.00,46084.54
Georgia,12.00,52----,829.00,4894.00,64087.45
Georgia,12.00,53----,574.00,2461.00,41735.47
Georgia,12.00,54----,1139.00,7936.00,61886.59
Georgia,12.00,55----,50.00,1785.00,60327.73
Georgia,12.00,56----,648.00,13234.00,26044.51
Georgia,12.00,61----,136.00,3031.00,27012.87
Georgia,12.00,62----,1732.00,46560.00,53129.83
Georgia,12.00,71----,131.00,2977.00,20916.02
Georgia,12.00,72----,1365.00,28385.00,14009.41
Georgia,12.00,81----,1457.00,8816.00,27101.52
Georgia,12.00,99----,46.00,43.00,27139.53
Georgia,13.00,------,12410.00,191762.00,46012.59
Georgia,13.00,11----,8.00,85.00,21305.88
Georgia,13.00,21----,5.00,96.00,72875.00
Georgia,13.00,22----,28.00,1480.00,91514.19
Georgia,13.00,23----,1078.00,13448.00,62275.13
Georgia,13.00,31----,312.00,13372.00,53730.03
Georgia,13.00,42----,528.00,14095.00,64873.50
Georgia,13.00,44----,1883.00,30102.00,28804.33
Georgia,13.00,48----,744.00,19617.00,44823.67
Georgia,13.00,51----,249.00,2487.00,61589.47
Georgia,13.00,52----,563.00,3421.00,65975.74
Georgia,13.00,53----,639.00,3663.00,264754.30
Georgia,13.00,54----,1114.00,5005.00,58273.93
Georgia,13.00,55----,51.00,2065.00,57043.10
Georgia,13.00,56----,716.00,14524.00,30187.96
Georgia,13.00,61----,159.00,2588.00,32076.89
Georgia,13.00,62----,1650.00,30971.00,49115.56
Georgia,13.00,71----,174.00,2036.00,24870.33
Georgia,13.00,72----,1219.00,24991.00,14938.02
Georgia,13.00,81----,1246.00,7703.00,30778.53
Georgia,13.00,99----,44.00,13.00,54615.38
Georgia,14.00,------,11146.00,187651.00,39652.37
Georgia,14.00,11----,29.00,174.00,65597.70
Georgia,14.00,21----,11.00,175.00,67394.29
Georgia,14.00,22----,26.00,668.00,89507.49
Georgia,14.00,23----,1100.00,8226.00,50472.04
Georgia,14.00,31----,702.00,51547.00,45107.63
Georgia,14.00,42----,582.00,9363.00,48711.74
Georgia,14.00,44----,2077.00,25909.00,27500.52
Georgia,14.00,48----,354.00,8341.00,44887.06
Georgia,14.00,51----,157.00,1687.00,47277.42
Georgia,14.00,52----,660.00,3366.00,58602.20
Georgia,14.00,53----,430.00,1785.00,44988.80
Georgia,14.00,54----,842.00,4566.00,49308.59
Georgia,14.00,55----,48.00,5298.00,86432.43
Georgia,14.00,56----,519.00,6830.00,30928.55
Georgia,14.00,61----,92.00,3384.00,25745.57
Georgia,14.00,62----,1150.00,25595.00,46141.79
Georgia,14.00,71----,122.00,1542.00,18230.87
Georgia,14.00,72----,1026.00,21270.00,14401.41
Georgia,14.00,81----,1195.00,7894.00,27828.22
Georgia,14.00,99----,24.00,31.00,19677.42
Hawaii,1.00,------,17965.00,325336.00,47478.39
Hawaii,1.00,11----,14.00,22.00,26090.91
Hawaii,1.00,22----,20.00,2328.00,110918.38
Hawaii,1.00,23----,1342.00,21422.00,80761.93
Hawaii,1.00,31----,399.00,9078.00,42543.73
Hawaii,1.00,42----,985.00,12924.00,53367.46
Hawaii,1.00,44----,2314.00,39586.00,29846.94
Hawaii,1.00,48----,456.00,23727.00,48603.41
Hawaii,1.00,51----,334.00,6008.00,64656.13
Hawaii,1.00,52----,944.00,18146.00,79130.55
Hawaii,1.00,53----,1089.00,8354.00,52860.67
Hawaii,1.00,54----,2051.00,17091.00,76314.79
Hawaii,1.00,55----,194.00,6830.00,81752.27
Hawaii,1.00,56----,904.00,20962.00,34277.74
Hawaii,1.00,61----,314.00,11410.00,43891.76
Hawaii,1.00,62----,2110.00,47376.00,61568.26
Hawaii,1.00,71----,216.00,4950.00,19561.41
Hawaii,1.00,72----,2149.00,57524.00,19714.45
Hawaii,1.00,81----,2105.00,17509.00,31272.83
Hawaii,1.00,99----,24.00,65.00,34661.54
Hawaii,2.00,------,14392.00,188662.00,36242.01
Hawaii,2.00,11----,19.00,142.00,26704.23
Hawaii,2.00,21----,4.00,115.00,81860.87
Hawaii,2.00,22----,51.00,1359.00,106805.74
Hawaii,2.00,23----,1548.00,10044.00,66953.31
Hawaii,2.00,31----,361.00,3700.00,36874.59
Hawaii,2.00,42----,479.00,4226.00,46745.62
Hawaii,2.00,44----,2164.00,30065.00,30327.29
Hawaii,2.00,48----,497.00,8615.00,29718.98
Hawaii,2.00,51----,239.00,1873.00,53170.85
Hawaii,2.00,52----,533.00,3031.00,64213.13
Hawaii,2.00,53----,921.00,5910.00,38369.04
Hawaii,2.00,54----,1278.00,6071.00,60795.42
Hawaii,2.00,55----,40.00,860.00,56366.28
Hawaii,2.00,56----,918.00,13676.00,32992.83
Hawaii,2.00,61----,245.00,6235.00,24903.45
Hawaii,2.00,62----,1596.00,25789.00,56480.71
Hawaii,2.00,71----,326.00,6665.00,22368.94
Hawaii,2.00,72----,1693.00,52677.00,21517.47
Hawaii,2.00,81----,1448.00,7581.00,28988.13
Hawaii,2.00,99----,32.00,28.00,32928.57
Idaho,1.00,------,25519.00,286801.00,42685.11
Idaho,1.00,11----,370.00,2657.00,44205.12
Idaho,1.00,21----,65.00,1550.00,74294.19
Idaho,1.00,22----,78.00,958.00,89586.64
Idaho,1.00,23----,4935.00,30931.00,50785.26
Idaho,1.00,31----,1038.00,30839.00,49372.35
Idaho,1.00,42----,879.00,13109.00,65815.62
Idaho,1.00,44----,2823.00,40797.00,33069.86
Idaho,1.00,48----,838.00,10245.00,44019.72
Idaho,1.00,51----,414.00,9014.00,58707.57
Idaho,1.00,52----,1455.00,10997.00,69970.45
Idaho,1.00,53----,1664.00,4336.00,46064.58
Idaho,1.00,54----,2282.00,14170.00,58133.17
Idaho,1.00,55----,101.00,2607.00,75149.98
Idaho,1.00,56----,1474.00,14703.00,34010.75
Idaho,1.00,61----,304.00,4340.00,30803.46
Idaho,1.00,62----,2512.00,44812.00,45422.36
Idaho,1.00,71----,428.00,5245.00,18064.25
Idaho,1.00,72----,1973.00,34919.00,16462.36
Idaho,1.00,81----,1837.00,10518.00,29380.40
Idaho,1.00,99----,49.00,54.00,27203.70
Idaho,2.00,------,26030.00,335646.00,47428.64
Idaho,2.00,11----,132.00,1063.00,40146.75
Idaho,2.00,21----,46.00,580.00,52468.97
Idaho,2.00,22----,133.00,2925.00,107454.02
Idaho,2.00,23----,3513.00,20752.00,50465.16
Idaho,2.00,31----,892.00,32969.00,72012.31
Idaho,2.00,42----,1167.00,19821.00,68614.15
Idaho,2.00,44----,3357.00,44744.00,31283.81
Idaho,2.00,48----,1061.00,11718.00,42201.91
Idaho,2.00,51----,413.00,6572.00,68964.39
Idaho,2.00,52----,1501.00,12052.00,68782.19
Idaho,2.00,53----,1566.00,4730.00,43832.14
Idaho,2.00,54----,2793.00,23883.00,73995.48
Idaho,2.00,55----,137.00,5277.00,109644.87
Idaho,2.00,56----,1299.00,18984.00,38056.73
Idaho,2.00,61----,299.00,11885.00,21690.79
Idaho,2.00,62----,3296.00,62596.00,48164.12
Idaho,2.00,71----,439.00,5821.00,17083.15
Idaho,2.00,72----,2048.00,37457.00,15097.20
Idaho,2.00,81----,1895.00,11754.00,30589.16
Idaho,2.00,99----,43.00,63.00,17920.63
Illinois,1.00,------,12034.00,189163.00,46036.96
Illinois,1.00,11----,3.00,6.00,53000.00
Illinois,1.00,22----,12.00,1012.00,126973.32
Illinois,1.00,23----,1248.00,8747.00,77411.80
Illinois,1.00,31----,397.00,10686.00,67931.78
Illinois,1.00,42----,543.00,7925.00,67856.91
Illinois,1.00,44----,1668.00,28852.00,28268.82
Illinois,1.00,48----,651.00,7265.00,38633.31
Illinois,1.00,51----,181.00,2309.00,56372.89
Illinois,1.00,52----,658.00,4309.00,72203.06
Illinois,1.00,53----,505.00,2564.00,53320.59
Illinois,1.00,54----,1008.00,5749.00,57210.65
Illinois,1.00,55----,34.00,1466.00,92880.63
Illinois,1.00,56----,577.00,13020.00,36468.74
Illinois,1.00,61----,214.00,26465.00,56757.87
Illinois,1.00,62----,1582.00,36188.00,50509.81
Illinois,1.00,71----,170.00,2533.00,16153.97
Illinois,1.00,72----,1224.00,20952.00,16406.31
Illinois,1.00,81----,1349.00,9112.00,34006.58
Illinois,1.00,99----,10.00,3.00,72333.33
Illinois,2.00,------,9975.00,172104.00,45245.01
Illinois,2.00,11----,7.00,25.00,47200.00
Illinois,2.00,21----,5.00,100.00,127220.00
Illinois,2.00,22----,13.00,407.00,127712.53
Illinois,2.00,23----,803.00,7523.00,79817.36
Illinois,2.00,31----,439.00,30953.00,65841.44
Illinois,2.00,42----,479.00,9292.00,64628.93
Illinois,2.00,44----,1412.00,21260.00,27701.83
Illinois,2.00,48----,678.00,18899.00,47126.57
Illinois,2.00,51----,151.00,2839.00,58715.39
Illinois,2.00,52----,544.00,3490.00,46995.42
Illinois,2.00,53----,409.00,1822.00,42511.53
Illinois,2.00,54----,606.00,3523.00,57012.77
Illinois,2.00,55----,40.00,1805.00,60709.70
Illinois,2.00,56----,542.00,6129.00,41972.75
Illinois,2.00,61----,122.00,3442.00,25024.11
Illinois,2.00,62----,1379.00,35694.00,39282.85
Illinois,2.00,71----,144.00,1840.00,25885.33
Illinois,2.00,72----,1030.00,15687.00,14887.68
Illinois,2.00,81----,1160.00,7367.00,34877.02
Illinois,2.00,99----,12.00,7.00,19285.71
Illinois,3.00,------,15948.00,228468.00,46970.32
Illinois,3.00,11----,4.00,13.00,21153.85
Illinois,3.00,21----,6.00,213.00,117840.38
Illinois,3.00,22----,3.00,179.00,70106.15
Illinois,3.00,23----,1873.00,10757.00,71815.93
Illinois,3.00,31----,618.00,26630.00,62751.00
Illinois,3.00,42----,754.00,12124.00,62240.51
Illinois,3.00,44----,1707.00,28917.00,30555.90
Illinois,3.00,48----,1990.00,37068.00,48838.81
Illinois,3.00,51----,196.00,1972.00,51366.63
Illinois,3.00,52----,873.00,5112.00,65978.68
Illinois,3.00,53----,622.00,3007.00,41283.67
Illinois,3.00,54----,1324.00,10143.00,77072.37
Illinois,3.00,55----,65.00,2366.00,70071.01
Illinois,3.00,56----,795.00,16167.00,34092.66
Illinois,3.00,61----,190.00,5644.00,29042.88
Illinois,3.00,62----,1741.00,31360.00,50401.37
Illinois,3.00,71----,209.00,3455.00,63644.86
Illinois,3.00,72----,1463.00,22621.00,16745.46
Illinois,3.00,81----,1509.00,10703.00,37029.06
Illinois,3.00,99----,6.00,17.00,12764.71
Illinois,4.00,------,11220.00,138670.00,43721.74
Illinois,4.00,22----,21.00,1093.00,133778.59
Illinois,4.00,23----,972.00,4889.00,78460.63
Illinois,4.00,31----,557.00,20679.00,56628.22
Illinois,4.00,42----,563.00,10136.00,61322.02
Illinois,4.00,44----,1589.00,23205.00,30218.92
Illinois,4.00,48----,812.00,7038.00,45705.60
Illinois,4.00,51----,197.00,1387.00,59188.90
Illinois,4.00,52----,581.00,4586.00,102916.05
Illinois,4.00,53----,468.00,1754.00,49161.92
Illinois,4.00,54----,971.00,4456.00,47874.78
Illinois,4.00,55----,23.00,584.00,81368.15
Illinois,4.00,56----,556.00,9534.00,32661.53
Illinois,4.00,61----,148.00,3590.00,32684.40
Illinois,4.00,62----,1202.00,20332.00,40332.14
Illinois,4.00,71----,180.00,2656.00,22343.37
Illinois,4.00,72----,1280.00,16387.00,18780.62
Illinois,4.00,81----,1091.00,6347.00,31511.42
Illinois,4.00,99----,7.00,16.00,27937.50
Illinois,5.00,------,23388.00,372392.00,53984.63
Illinois,5.00,22----,17.00,538.00,125141.26
Illinois,5.00,23----,2163.00,14951.00,79810.45
Illinois,5.00,31----,828.00,27128.00,62471.91
Illinois,5.00,42----,968.00,18151.00,91801.28
Illinois,5.00,44----,2316.00,36589.00,29916.29
Illinois,5.00,48----,1420.00,43586.00,59938.76
Illinois,5.00,51----,453.00,7177.00,72168.04
Illinois,5.00,52----,1187.00,13023.00,104817.09
Illinois,5.00,53----,1530.00,10059.00,73814.59
Illinois,5.00,54----,3079.00,21224.00,73484.59
Illinois,5.00,55----,175.00,15574.00,111898.29
Illinois,5.00,56----,1039.00,21455.00,42932.28
Illinois,5.00,61----,404.00,15188.00,28446.08
Illinois,5.00,62----,2745.00,51778.00,49294.95
Illinois,5.00,71----,495.00,8892.00,40056.01
Illinois,5.00,72----,2451.00,49963.00,18199.37
Illinois,5.00,81----,2100.00,17098.00,39441.16
Illinois,5.00,99----,15.00,11.00,43363.64
Illinois,6.00,------,25345.00,386031.00,60040.13
Illinois,6.00,11----,12.00,77.00,35480.52
Illinois,6.00,21----,16.00,168.00,95065.48
Illinois,6.00,22----,33.00,1968.00,143173.27
Illinois,6.00,23----,2427.00,17419.00,76027.50
Illinois,6.00,31----,863.00,33782.00,60952.05
Illinois,6.00,42----,1600.00,24512.00,82595.71
Illinois,6.00,44----,2340.00,42526.00,30108.64
Illinois,6.00,48----,1157.00,14554.00,42966.47
Illinois,6.00,51----,464.00,11368.00,109762.05
Illinois,6.00,52----,1846.00,27497.00,105820.45
Illinois,6.00,53----,1128.00,5424.00,61331.49
Illinois,6.00,54----,4136.00,30897.00,78766.39
Illinois,6.00,55----,259.00,21589.00,123672.06
Illinois,6.00,56----,1504.00,27337.00,46839.19
Illinois,6.00,61----,421.00,11560.00,38651.30
Illinois,6.00,62----,2861.00,52844.00,53223.89
Illinois,6.00,71----,407.00,8273.00,18588.90
Illinois,6.00,72----,1748.00,34581.00,16149.30
Illinois,6.00,81----,2107.00,19646.00,36490.07
Illinois,6.00,99----,16.00,9.00,47888.89
Illinois,7.00,------,30255.00,884569.00,94577.65
Illinois,7.00,11----,8.00,27.00,63666.67
Illinois,7.00,22----,53.00,3239.00,149274.16
Illinois,7.00,23----,882.00,14772.00,96154.28
Illinois,7.00,31----,723.00,25230.00,64971.94
Illinois,7.00,42----,1157.00,26804.00,110352.78
Illinois,7.00,44----,2468.00,38690.00,31331.71
Illinois,7.00,48----,588.00,17104.00,75897.92
Illinois,7.00,51----,1053.00,47021.00,131592.69
Illinois,7.00,52----,2857.00,137305.00,143492.92
Illinois,7.00,53----,1821.00,19220.00,97169.77
Illinois,7.00,54----,7176.00,168580.00,131183.42
Illinois,7.00,55----,472.00,49546.00,139466.35
Illinois,7.00,56----,1529.00,55322.00,59303.19
Illinois,7.00,61----,499.00,30843.00,48164.58
Illinois,7.00,62----,2824.00,115869.00,73379.40
Illinois,7.00,71----,496.00,14304.00,43371.99
Illinois,7.00,72----,2742.00,83766.00,20228.83
Illinois,7.00,81----,2876.00,36877.00,61739.21
Illinois,7.00,99----,30.00,34.00,77500.00
Illinois,8.00,------,24029.00,409638.00,60298.86
Illinois,8.00,11----,4.00,57.00,50736.84
Illinois,8.00,21----,4.00,17.00,65411.76
Illinois,8.00,22----,20.00,1935.00,121257.88
Illinois,8.00,23----,2674.00,23358.00,83312.36
Illinois,8.00,31----,1617.00,55240.00,65062.18
Illinois,8.00,42----,2186.00,47301.00,76566.88
Illinois,8.00,44----,2055.00,38666.00,32670.85
Illinois,8.00,48----,2751.00,28292.00,53329.63
Illinois,8.00,51----,421.00,13468.00,93225.79
Illinois,8.00,52----,1282.00,19477.00,110581.97
Illinois,8.00,53----,782.00,7422.00,46231.88
Illinois,8.00,54----,2750.00,27422.00,89137.48
Illinois,8.00,55----,199.00,15985.00,88139.63
Illinois,8.00,56----,1375.00,33348.00,42262.32
Illinois,8.00,61----,253.00,7015.00,48422.52
Illinois,8.00,62----,1957.00,38941.00,48084.97
Illinois,8.00,71----,238.00,5517.00,20458.58
Illinois,8.00,72----,1652.00,31677.00,16221.04
Illinois,8.00,81----,1795.00,14488.00,46518.36
Illinois,8.00,99----,14.00,12.00,28916.67
Illinois,9.00,------,20344.00,298895.00,56549.49
Illinois,9.00,22----,7.00,343.00,137023.32
Illinois,9.00,23----,1830.00,9002.00,75724.84
Illinois,9.00,31----,469.00,20501.00,66598.46
Illinois,9.00,42----,831.00,12351.00,82102.50
Illinois,9.00,44----,2048.00,33255.00,29943.92
Illinois,9.00,48----,863.00,9493.00,46020.23
Illinois,9.00,51----,349.00,5159.00,101052.14
Illinois,9.00,52----,1160.00,9197.00,109532.13
Illinois,9.00,53----,1135.00,5742.00,59768.90
Illinois,9.00,54----,3139.00,16633.00,94631.09
Illinois,9.00,55----,114.00,13933.00,95963.25
Illinois,9.00,56----,910.00,13750.00,43833.09
Illinois,9.00,61----,458.00,28828.00,62576.94
Illinois,9.00,62----,2962.00,71719.00,52884.38
Illinois,9.00,71----,378.00,6250.00,25986.24
Illinois,9.00,72----,1612.00,26880.00,18337.54
Illinois,9.00,81----,2059.00,15826.00,45645.39
Illinois,9.00,99----,18.00,24.00,46458.33
Illinois,10.00,------,21552.00,366109.00,79769.37
Illinois,10.00,11----,13.00,32.00,41718.75
Illinois,10.00,22----,20.00,1225.00,104110.20
Illinois,10.00,23----,2017.00,11748.00,78128.79
Illinois,10.00,31----,833.00,40044.00,97979.22
Illinois,10.00,42----,1349.00,44141.00,122813.71
Illinois,10.00,44----,2079.00,36513.00,35295.54
Illinois,10.00,48----,1031.00,9486.00,46648.01
Illinois,10.00,51----,298.00,5128.00,89558.70
Illinois,10.00,52----,1328.00,22653.00,124189.42
Illinois,10.00,53----,1019.00,4721.00,71700.49
Illinois,10.00,54----,3219.00,37521.00,106537.94
Illinois,10.00,55----,189.00,28480.00,153355.76
Illinois,10.00,56----,1485.00,16810.00,54255.44
Illinois,10.00,61----,385.00,9191.00,34785.77
Illinois,10.00,62----,2488.00,51301.00,50486.99
Illinois,10.00,71----,382.00,6877.00,58113.28
Illinois,10.00,72----,1604.00,29316.00,17280.87
Illinois,10.00,81----,1794.00,10857.00,34278.71
Illinois,10.00,99----,18.00,20.00,32450.00
Illinois,11.00,------,17032.00,294289.00,50510.38
Illinois,11.00,11----,7.00,18.00,16666.67
Illinois,11.00,21----,10.00,112.00,79464.29
Illinois,11.00,22----,27.00,1660.00,125294.58
Illinois,11.00,23----,1471.00,14753.00,85387.85
Illinois,11.00,31----,642.00,26547.00,65293.03
Illinois,11.00,42----,1031.00,24558.00,70009.85
Illinois,11.00,44----,2023.00,40703.00,30107.44
Illinois,11.00,48----,1666.00,27149.00,48398.65
Illinois,11.00,51----,216.00,4066.00,46705.85
Illinois,11.00,52----,872.00,8862.00,81526.86
Illinois,11.00,53----,670.00,3712.00,47530.44
Illinois,11.00,54----,1957.00,14506.00,75347.30
Illinois,11.00,55----,96.00,7511.00,96993.21
Illinois,11.00,56----,1008.00,28458.00,40313.02
Illinois,11.00,61----,244.00,6047.00,29233.50
Illinois,11.00,62----,1985.00,40535.00,54471.64
Illinois,11.00,71----,243.00,5372.00,17733.80
Illinois,11.00,72----,1367.00,28188.00,16938.09
Illinois,11.00,81----,1481.00,11517.00,33003.91
Illinois,11.00,99----,16.00,15.00,32666.67
Illinois,12.00,------,14007.00,211877.00,42694.71
Illinois,12.00,11----,21.00,95.00,33568.42
Illinois,12.00,21----,41.00,1600.00,67091.88
Illinois,12.00,22----,54.00,1830.00,95326.23
Illinois,12.00,23----,1166.00,10209.00,67706.53
Illinois,12.00,31----,442.00,26805.00,59159.41
Illinois,12.00,42----,554.00,9162.00,51102.93
Illinois,12.00,44----,2195.00,32220.00,27909.44
Illinois,12.00,48----,543.00,15430.00,48622.04
Illinois,12.00,51----,226.00,2284.00,47104.20
Illinois,12.00,52----,1029.00,6544.00,54474.17
Illinois,12.00,53----,521.00,2302.00,35996.96
Illinois,12.00,54----,1065.00,8574.00,74992.77
Illinois,12.00,55----,54.00,2175.00,68473.56
Illinois,12.00,56----,677.00,9237.00,37109.88
Illinois,12.00,61----,124.00,2215.00,23538.15
Illinois,12.00,62----,1758.00,41339.00,46769.47
Illinois,12.00,71----,220.00,3260.00,13345.40
Illinois,12.00,72----,1482.00,25405.00,13848.61
Illinois,12.00,81----,1818.00,11168.00,27163.77
Illinois,12.00,99----,17.00,23.00,22130.43
Illinois,13.00,------,14893.00,237454.00,45138.06
Illinois,13.00,11----,17.00,128.00,55242.19
Illinois,13.00,21----,18.00,295.00,57488.14
Illinois,13.00,22----,52.00,2381.00,105817.72
Illinois,13.00,23----,1280.00,10830.00,59779.22
Illinois,13.00,31----,435.00,18662.00,64874.08
Illinois,13.00,42----,613.00,9857.00,61519.94
Illinois,13.00,44----,2177.00,31527.00,26964.51
Illinois,13.00,48----,507.00,10429.00,45624.51
Illinois,13.00,51----,312.00,5261.00,67099.41
Illinois,13.00,52----,1052.00,10476.00,67892.23
Illinois,13.00,53----,605.00,3944.00,41267.24
Illinois,13.00,54----,1315.00,10286.00,64019.93
Illinois,13.00,55----,139.00,4756.00,102790.37
Illinois,13.00,56----,706.00,9295.00,31773.21
Illinois,13.00,61----,169.00,6154.00,22527.62
Illinois,13.00,62----,1487.00,53873.00,53456.89
Illinois,13.00,71----,307.00,4227.00,16431.98
Illinois,13.00,72----,1762.00,31427.00,13695.48
Illinois,13.00,81----,1920.00,13616.00,33993.46
Illinois,13.00,99----,20.00,30.00,28433.33
Illinois,14.00,------,18173.00,196443.00,47945.66
Illinois,14.00,11----,43.00,124.00,35451.61
Illinois,14.00,21----,24.00,271.00,88915.13
Illinois,14.00,22----,22.00,377.00,114230.77
Illinois,14.00,23----,2513.00,16521.00,78705.41
Illinois,14.00,31----,904.00,25720.00,59852.92
Illinois,14.00,42----,975.00,10971.00,74339.99
Illinois,14.00,44----,1816.00,28420.00,28564.78
Illinois,14.00,48----,988.00,8921.00,41001.35
Illinois,14.00,51----,227.00,1926.00,54886.81
Illinois,14.00,52----,922.00,5775.00,85212.81
Illinois,14.00,53----,699.00,2484.00,54112.72
Illinois,14.00,54----,2314.00,11290.00,74616.47
Illinois,14.00,55----,82.00,4217.00,84904.91
Illinois,14.00,56----,1279.00,13812.00,44039.39
Illinois,14.00,61----,237.00,2133.00,25751.05
Illinois,14.00,62----,1680.00,23247.00,49963.39
Illinois,14.00,71----,314.00,4288.00,16346.78
Illinois,14.00,72----,1429.00,25823.00,15088.99
Illinois,14.00,81----,1690.00,10113.00,29343.22
Illinois,14.00,99----,15.00,10.00,27500.00
Illinois,15.00,------,14905.00,204194.00,40555.01
Illinois,15.00,11----,58.00,355.00,49802.82
Illinois,15.00,21----,235.00,2061.00,50031.54
Illinois,15.00,22----,72.00,2290.00,103269.00
Illinois,15.00,23----,1536.00,9360.00,62010.36
Illinois,15.00,31----,741.00,40643.00,48928.97
Illinois,15.00,42----,776.00,11562.00,52499.31
Illinois,15.00,44----,2178.00,24632.00,27426.64
Illinois,15.00,48----,708.00,8983.00,46310.48
Illinois,15.00,51----,304.00,2546.00,42887.27
Illinois,15.00,52----,1104.00,7450.00,52805.50
Illinois,15.00,53----,414.00,1684.00,34644.30
Illinois,15.00,54----,830.00,4560.00,45104.39
Illinois,15.00,55----,63.00,11949.00,46081.93
Illinois,15.00,56----,563.00,5782.00,34482.36
Illinois,15.00,61----,88.00,1275.00,20518.43
Illinois,15.00,62----,1580.00,37469.00,41469.03
Illinois,15.00,71----,211.00,2016.00,18170.63
Illinois,15.00,72----,1395.00,19964.00,14050.79
Illinois,15.00,81----,2025.00,9578.00,25255.90
Illinois,15.00,99----,24.00,35.00,16228.57
Illinois,16.00,------,14815.00,230783.00,45465.84
Illinois,16.00,11----,45.00,314.00,59550.96
Illinois,16.00,21----,46.00,871.00,83607.35
Illinois,16.00,22----,62.00,3861.00,137519.04
Illinois,16.00,23----,1461.00,12616.00,62076.81
Illinois,16.00,31----,840.00,47149.00,62121.17
Illinois,16.00,42----,730.00,10021.00,58285.60
Illinois,16.00,44----,2056.00,31971.00,26586.16
Illinois,16.00,48----,818.00,19240.00,47487.47
Illinois,16.00,51----,234.00,2835.00,45147.80
Illinois,16.00,52----,1019.00,7208.00,62395.95
Illinois,16.00,53----,486.00,1942.00,40425.85
Illinois,16.00,54----,993.00,6681.00,55577.01
Illinois,16.00,55----,41.00,1138.00,91813.71
Illinois,16.00,56----,707.00,10798.00,35220.23
Illinois,16.00,61----,119.00,2352.00,23859.69
Illinois,16.00,62----,1533.00,35501.00,45261.12
Illinois,16.00,71----,310.00,3016.00,14213.86
Illinois,16.00,72----,1558.00,23310.00,13587.69
Illinois,16.00,81----,1745.00,9945.00,27685.07
Illinois,16.00,99----,12.00,14.00,15071.43
Illinois,17.00,------,14054.00,256701.00,53963.28
Illinois,17.00,11----,43.00,235.00,56093.62
Illinois,17.00,21----,18.00,118.00,82737.29
Illinois,17.00,22----,80.00,2376.00,119599.33
Illinois,17.00,23----,1198.00,10413.00,71693.94
Illinois,17.00,31----,779.00,39610.00,61547.16
Illinois,17.00,42----,726.00,10675.00,59239.53
Illinois,17.00,44----,1984.00,28055.00,27301.87
Illinois,17.00,48----,636.00,13719.00,43336.83
Illinois,17.00,51----,240.00,3120.00,51754.81
Illinois,17.00,52----,948.00,9115.00,64918.71
Illinois,17.00,53----,477.00,1976.00,39839.57
Illinois,17.00,54----,1069.00,9763.00,65802.01
Illinois,17.00,55----,88.00,19212.00,152315.69
Illinois,17.00,56----,614.00,12051.00,37567.50
Illinois,17.00,61----,118.00,7681.00,23303.22
Illinois,17.00,62----,1475.00,50272.00,53027.25
Illinois,17.00,71----,244.00,4030.00,11477.17
Illinois,17.00,72----,1534.00,21693.00,13842.53
Illinois,17.00,81----,1766.00,12549.00,25709.22
Illinois,17.00,99----,17.00,38.00,18289.47
Illinois,18.00,------,15705.00,250012.00,46770.22
Illinois,18.00,11----,36.00,278.00,49471.22
Illinois,18.00,21----,24.00,524.00,65404.58
Illinois,18.00,22----,52.00,1194.00,97776.38
Illinois,18.00,23----,1624.00,11429.00,63816.43
Illinois,18.00,31----,507.00,26145.00,55493.71
Illinois,18.00,42----,882.00,15665.00,57643.47
Illinois,18.00,44----,2295.00,37804.00,26377.34
Illinois,18.00,48----,622.00,10332.00,54498.64
